City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
545,qingyang,37.4958,121.2581,25.63,86,98,0.65,CN,1722896376
546,tura,25.5198,90.2201,24.18,99,100,2.21,IN,1722896377
547,manay,7.215,126.5397,24.42,80,82,2.97,PH,1722896378
548,el nido,11.1858,119.3956,24.52,92,84,4.12,PH,1722896379
549,hit,33.6416,42.8251,34.52,19,0,4.8,IQ,1722896380
550,al hasaheisa,14.7526,33.2984,26.13,73,100,6.64,SD,1722896381
551,buulobarde,3.8538,45.5674,23.28,76,4,8.86,SO,1722896382
552,mil'kovo,55.6078,37.7956,18.68,67,16,1.6,RU,1722896383
553,khorugh,37.4897,71.553,13.95,41,0,1.72,TJ,1722896384
554,saint-philippe,-21.3585,55.7679,18.77,78,25,4.45,RE,1722896385
555,crane,31.3974,-102.3501,35.01,26,39,3.18,US,1722896386
556,lorengau,-2.0226,147.2712,27.68,81,86,3.77,PG,1722896387
557,caucete,-31.6518,-68.2811,22.08,8,0,5.54,AR,1722896388
558,ingeniero jacobacci,-41.3427,-69.5448,6.66,59,49,3.89,AR,1722896389
559,greenfield,42.9614,-88.0126,25.92,67,75,7.2,US,1722896376
560,mesquite,32.7668,-96.5992,37.79,39,40,0.89,US,1722895963
561,urangan,-25.3,152.9,18.66,77,16,2.1,AU,1722896393
562,gobernador roca,-27.1864,-55.4643,20.56,76,12,1.72,AR,1722896394
563,ad darb,17.7229,42.2526,32.27,53,100,5.99,SA,1722896395
564,taroa,8.7058,171.2275,28.6,76,100,4.67,MH,1722896396
565,pimentel,-6.8367,-79.9342,20.16,68,0,9.77,PE,1722896397
566,tozkhurmato,34.8905,44.6299,33.4,18,0,0.63,IQ,1722896398
567,le vauclin,14.5452,-60.8388,28.03,83,75,2.57,MQ,1722896400
